userName,at,score,content,reviewId
Pengguna Google,2023-07-28 04:11:43,4,bagus,22725b77-807a-49ac-918e-6b72207de959
Pengguna Google,2023-07-28 04:08:12,4,bagus cman klo bisa di gratisin dlu lh,6ceee53f-efaa-4d8c-9248-984f3612b54f
Pengguna Google,2023-07-28 03:47:40,5,Good aps,3a1c7e6e-1e01-4a55-be97-1bafcb18a3c9
Pengguna Google,2023-07-28 03:09:19,5,bagus,d5175bbd-c62f-4c31-96b5-1d82ba5af821
Pengguna Google,2023-07-28 02:40:17,5,excellent,c2ba8907-22dc-494f-bf14-747906d5c72b
Pengguna Google,2023-07-27 14:22:07,5,keren,e92ff382-bce3-4b52-abae-ab62f8b4f128
Pengguna Google,2023-07-27 14:07:38,5,bagusss,d1d8bd43-8801-49ef-be73-6baa28d787b3
Pengguna Google,2023-07-27 13:31:15,5,amazing,49a44abb-55b4-451a-b780-6cc297f998ad
Pengguna Google,2023-07-27 13:28:10,5,Good,9042b623-aaaf-4469-bfe9-8b47101b6a78
Pengguna Google,2023-07-27 13:22:53,5,excellent,ca3c5463-7bff-4372-b762-f99a026f9ffe
Pengguna Google,2023-07-27 13:19:05,5,sangat membantu saya dalam membenarkan bahasa Inggris saya,dab6e3aa-f9e2-4efe-8425-95c6b06e6bf8
Pengguna Google,2023-07-27 13:07:01,5,membantu,8713ef5e-96a4-4dbd-b6e0-8268c7dd84cd
Pengguna Google,2023-07-27 10:20:37,4,"Senang belajar dgn Elsa , tp katanya tambah 5 teman utk dpt 1 bln pro gk benar, teman yg sy invite sdh download n login tp cuman 1 yg terbaca di aplikasinya, jd sprtinya iklan invite temannya dpt free pro 1 month gk benar so bintang 4 sj.",a82261d2-4c99-436f-9f9d-ca466d5785b7
Pengguna Google,2023-07-27 09:55:16,5,bagus bangettt,0bd82a3f-0b17-4f53-826d-15e307b0fd05
Pengguna Google,2023-07-27 09:02:27,4,berikan fitur restart,ef5a8240-b42b-415f-9f13-bc49615a5d2e
Pengguna Google,2023-07-27 07:47:53,5,sangat baik,7bca915b-e70b-449b-a1d0-1c31f03ea209
Pengguna Google,2023-07-27 07:34:11,5,sejauh ini good experiencee,c6c849f7-fff5-448d-9aa3-4bec634c22a8
Pengguna Google,2023-07-27 06:53:26,5,pembelajarannya janji bngett ngak bosenin nih,a3375fce-c156-4c87-84c6-b05fd89ac8de
Pengguna Google,2023-07-27 06:13:14,3,good job,40a12096-8efa-4c46-82fd-6e9fe3c00f41
Pengguna Google,2023-07-27 05:33:18,5,Keren,5a2141d1-63d5-48e6-a98f-e1a0046cac5b
Pengguna Google,2023-07-27 05:27:03,5,keren sekali elsa iniii....,e2291821-a16a-4e23-ab1e-31f1c7bf9c78
Pengguna Google,2023-07-27 02:02:38,5,this apl Verry good for learning,688b3e4e-a646-4c17-844e-e84d8ac327ba
Pengguna Google,2023-07-27 01:31:37,5,nice application for learning English,a8926fe0-5dde-4ea1-ac4a-ca25be9752a9
Pengguna Google,2023-07-26 21:49:08,5,keren sih ini,e3452ad2-7e2a-40b5-8ad3-541a745ba326
Pengguna Google,2023-07-26 18:03:40,5,aplikasi yang bagus tapi bayar,4e39d474-2dff-4d6e-9b8e-242daf8aa8af
Pengguna Google,2023-07-26 17:23:58,5,Aplikasi yang sangat bagus untuk belajar vocal bahasa inggtis dan bisa mengisi waktu luang,06bfe348-fb8e-4154-a470-66e48f64f31d
Pengguna Google,2023-07-26 15:24:10,5,aplikasi mantap sambil nyebat,b3800bac-3b15-4dbc-8534-30daea30c97c
Pengguna Google,2023-07-26 13:51:14,5,sangat mempermudah dalam menemukan lawan bicara,0a29c82f-dff7-42e0-acb3-babea3b851f0
Pengguna Google,2023-07-26 12:59:47,5,bagus sekali aplikasi ini,345cac67-fadf-4c3a-a98d-0fa3ac2ab5a7
Pengguna Google,2023-07-26 12:47:46,1,Kenapa saya ngga bisa melakukan pembayaran untuk paket 1 bulan via ovo atau dana ya ?,13ae5608-a917-4b97-ae92-83ec8c93364d
Pengguna Google,2023-07-26 12:47:39,4,bagusss gys,a8f41ebc-86ab-4294-9a79-33f94bd60469
Pengguna Google,2023-07-26 12:06:33,5,very good,5193969a-2921-48a6-833a-2d52100f48c9
Pengguna Google,2023-07-26 11:06:07,5,sangat membantu,e8ae4db7-f5e1-41cf-bda0-e9bc801ce083
Pengguna Google,2023-07-26 09:16:28,5,great app,3927091f-249a-4cc3-8773-6b1dfa175987
Pengguna Google,2023-07-26 06:42:37,5,looks good,352a27e2-9d21-4718-bc46-788472fcf344
Pengguna Google,2023-07-26 01:01:08,5,sangat membantu dalam proses belajar untuk pemula,4860a06e-d6b3-4091-a706-a96755bf48d3
Pengguna Google,2023-07-26 00:07:13,5,keren,599e70df-60b2-420c-80ab-43d6949f4f0f
Pengguna Google,2023-07-25 13:55:10,5,seruu,321e51e4-b31a-4761-a96e-c1f15515e315
Pengguna Google,2023-07-25 12:24:48,5,good speak,afa5ac61-770a-4394-9a1c-7d38eb0572ea
Pengguna Google,2023-07-25 12:21:29,5,it's a nice App,ed376674-7391-4c6c-940a-2164bf366fd3
Pengguna Google,2023-07-25 09:05:23,5,omg its soo good this is very helpful for beginners,906dd156-a23c-4a03-865c-911d8d23794c
Pengguna Google,2023-07-25 08:54:40,5,apk yang sangat bagus kita serasa belajar sambil bermain game,b73f3699-e152-4723-999a-00d18cd23a1e
Pengguna Google,2023-07-25 08:10:32,5,"mantap untuk belajar, apa lagi kalok geratis",f65fac5a-6ba2-49fb-8c23-034e47d1cf0c
Pengguna Google,2023-07-25 06:38:39,5,sangat membantu dalam pengucapan bahasa inggris yang benar,283141ab-2eae-4eb0-8384-fb19e2a26aa2
Pengguna Google,2023-07-25 04:44:32,5,latihan membaca dengan benar,53a984e9-378f-4334-864b-68c601843e7d
Pengguna Google,2023-07-25 03:39:46,5,good aps,3efc262e-8ad5-4c56-897d-8707fee97423
Pengguna Google,2023-07-25 01:54:48,5,aplikasi yang sangat bagus.Untuk kita yang baru mau belajar bahasa inggris,c7271fb4-f131-4dff-bf5f-b745153840b0
Pengguna Google,2023-07-24 23:00:23,4,bintang 4 dulu jika sangat membantu saya kasih bintang 5,a3fd0bf4-1ffe-4ab7-a3cc-02ca0225e591
Pengguna Google,2023-07-24 16:39:28,5,very good,20d59cc7-14a4-428b-9d49-645cfd9489f1
Pengguna Google,2023-07-24 13:49:03,5,Good,f4b9eff0-0153-449a-8ec3-ab3599ec4f12
Pengguna Google,2023-07-24 06:37:07,5,mantap aplikasinya,9956a195-f763-427c-949e-00849ac3e827
Pengguna Google,2023-07-24 06:23:15,5,very good l like that,6b7235de-65e3-496c-ab49-2e22721ee5fe
Pengguna Google,2023-07-24 06:05:51,5,good,fd0170ef-7ed0-4b2e-ae3b-0fd370dd21cd
Pengguna Google,2023-07-24 04:47:47,5,Keren membantu untuk kita bisa berbahasa inggris,58d4f8cb-69fb-4fc0-888b-f2339be54f04
Pengguna Google,2023-07-24 03:47:05,5,cool,77e9db77-c569-49c1-a958-859d94d861bd
Pengguna Google,2023-07-24 00:40:56,5,sangat membantu,124343dc-b159-4c8d-846c-46e796a3ef0f
Pengguna Google,2023-07-23 16:22:22,5,sangat menyenangkan,c214a4b8-2239-4f94-a060-1851a9270df1
Pengguna Google,2023-07-23 15:18:10,5,TOP BGT,b973a5f6-5f58-48d0-9246-d26c729f761e
Pengguna Google,2023-07-23 14:28:00,5,sangat membantu,fad4d206-d551-49ae-96e5-6bcb1670316c
Pengguna Google,2023-07-23 13:55:34,5,rekomendasi banget buat belajar bahasa Inggris,46c4eead-bf78-416b-800a-83c2449fc694
Pengguna Google,2023-07-23 13:49:35,5,terbaik,9a7fab05-70ec-4f81-b70c-b442c71d5a6e
Pengguna Google,2023-07-23 09:19:17,4,apk very very good,84a5049b-b50f-4abb-9276-88319906145a
Pengguna Google,2023-07-23 05:50:46,5,sangat bagus,523d0acd-bfcd-4d46-938c-e44746a9526c
Pengguna Google,2023-07-23 05:07:14,5,excellent,3d2aeb42-9769-4bc9-8a65-147c05e7d39e
Pengguna Google,2023-07-23 03:49:47,5,sangat membantu berbicara english,c2fea630-fe61-4a29-8f9b-81f75e5494d8
Pengguna Google,2023-07-23 03:46:01,5,good,bd20fbc3-1f95-4874-8266-a9dcb7cd08f2
Pengguna Google,2023-07-23 02:16:37,5,suka bgt apk in🥺,77a077f7-6e33-4279-b53e-d23906da498d
Pengguna Google,2023-07-23 01:28:20,5,terimakasih ELSA saya pengguna baru langsung jatuh cinta dengan aplikasi ini,78ac5832-324d-420a-823a-79fe52e6244e
Pengguna Google,2023-07-23 00:42:21,5,this apps help me study English everything,1135d6d9-e00d-4295-a91d-773d6041c4d3
Pengguna Google,2023-07-22 21:10:21,5,sangat membantu,3061a807-5350-428f-864f-cb391f947366
Pengguna Google,2023-07-22 16:28:21,5,seru banget,15f8da96-3ab1-4800-94b9-730f6df9adf8
Pengguna Google,2023-07-22 16:08:39,5,sangat membantu,43455517-ae59-46f8-ab34-fa465d5dac21
Pengguna Google,2023-07-22 15:13:00,5,baik,cf0d15c6-82bc-4cea-be51-cf4796033366
Pengguna Google,2023-07-22 13:51:00,5,sangat bermanfaat dan mengedukasi,7fe208e3-d6a2-44cd-a285-1e6edab6264d
Pengguna Google,2023-07-22 13:46:15,5,sangat memabtu,7c44a781-d307-4f39-a6cc-a0abd5eebb30
Pengguna Google,2023-07-22 13:44:30,5,good,c16d9055-85b6-4581-a99f-3b17e07db41c
Pengguna Google,2023-07-22 10:27:08,5,seruuuuu bangettttt,46467d73-c287-437b-8659-76f2874c1d48
Pengguna Google,2023-07-22 07:35:27,5,keren polll,88ef6bc6-5bbe-4cdc-acbb-6dd5507120be
Pengguna Google,2023-07-22 07:06:52,5,Sangat bagus,88622d2b-f80a-45db-b620-13ac63762452
Pengguna Google,2023-07-22 04:00:43,5,saya sangat suka,5495545b-eabb-4c27-b9d6-cabaa4d2985f
Pengguna Google,2023-07-22 01:17:44,1,"Katanya di ig gratis mulutmu buaya, ternyata bayar mahal lagi dasar abal2 cari uangx",239aca35-874a-40e6-b8ad-9e32d95bc995
Pengguna Google,2023-07-22 00:48:45,5,Sangat bagus untuk permulaan,0dee2295-9f27-4427-a76d-abdffc7eeef9
Pengguna Google,2023-07-21 12:32:38,5,bagus banget 😀👍,a6499da7-4238-4e87-84dd-113e10b3b831
Pengguna Google,2023-07-21 12:15:46,5,good job,60c710d0-9827-4f18-8452-07112f930b45
Pengguna Google,2023-07-21 10:47:36,4,gampang banget,b6258ca6-1942-40df-9091-b7c8ce4f964d
Pengguna Google,2023-07-21 09:08:49,5,"baru pertama kali coba langsung suka sama aplikasinya,banyak pilihan untuk pemula seperti saya",63f0bffa-d4cb-4818-9702-74fecd4b3709
Pengguna Google,2023-07-21 08:42:00,5,😎🆒 keren banget apk ini,941be627-b8a3-4185-b1c8-86d22b0b558e
Pengguna Google,2023-07-21 08:29:33,5,sangat bagus bagi pemulah,4712d48a-abc4-4f06-86f4-5db59b19f311
Pengguna Google,2023-07-21 05:38:25,5,so good,fbebd460-83ef-43c5-bab1-98d7025a4c3d
Pengguna Google,2023-07-21 05:34:18,5,keren,e2daa324-3dee-43af-913d-82c033d2b01e
Pengguna Google,2023-07-21 04:17:17,5,keren,3c5f9666-0fe8-42a3-a121-b88a8d751016
Pengguna Google,2023-07-21 01:03:49,5,nice,3b380c84-a3ae-4ca6-b1c3-beed94bf49aa
Pengguna Google,2023-07-21 00:39:17,5,bagus dan bermanfaat,41db529c-cab4-4965-b4a9-57c691e13b8c
Pengguna Google,2023-07-21 00:10:42,5,bagus,ba325be9-e357-4cf1-b1b5-956be084abd8
Pengguna Google,2023-07-20 12:44:07,5,sangt membntu,a08a0aa7-b610-4d42-938f-09a42b906c33
Pengguna Google,2023-07-20 10:30:21,1,baik,f0862c38-871b-4eef-aae6-874430ab18ae
Pengguna Google,2023-07-20 10:20:35,5,nice,d18d70b0-fe0e-4972-9e6d-4f96f604c58a
Pengguna Google,2023-07-20 07:13:05,4,Sangat membantu sekali untuk belajar bahasa Inggris,83001068-c93d-4ded-ad13-a65415649a4d
Pengguna Google,2023-07-20 06:53:00,5,Sangat luar biasa untuk membuat kita jadi tau cepat bahasa ingris,8591fcd7-5eba-4df9-9491-539f2f48ad91
Pengguna Google,2023-07-20 04:16:10,5,sangat menarik,1638a7f6-74a4-4902-a461-dd408d44ec0b
Pengguna Google,2023-07-20 02:15:45,1,GK bisa uji coba 7 hari Langsung di suruh bayar... pusing klw gini,e82c9ab0-4509-44ae-8bf8-518f8126f54e
Pengguna Google,2023-07-19 16:40:52,5,untuk pemula sangat membantu,b20f8fe6-7ab2-4908-8a25-f4c816e6ac99
Pengguna Google,2023-07-19 14:47:26,1,good,130950c0-dd3d-4185-b205-a4a38c3689c9
Pengguna Google,2023-07-19 14:35:11,4,bagus menarik,96fe1e1b-b665-4c96-8aaa-51f3ea747d7e
Pengguna Google,2023-07-19 12:45:08,5,Aplikasinya sangat membantu sekali 👍,f9e74e8d-88b8-40bf-90a0-a9267d8bfbad
Pengguna Google,2023-07-19 12:31:46,5,"Sangat membantu, belajarnya asik dan bisa enjoy... Ngajarinnya bener-bener detail... Terimakasih Elsa nice To Meet You",5ee4dfdf-2b5b-4266-97ee-1b43df351b62
Pengguna Google,2023-07-19 11:16:14,5,Sangat membantu buat bahasa inggris,08019e8c-2722-4b0f-95d8-5224bea89e81
Pengguna Google,2023-07-19 10:46:09,5,bagus bangett buat yang ngak bisa berbahasa Inggris dan dll,be463c1d-092e-4f9e-a736-4815abd8d8f1
Pengguna Google,2023-07-19 10:38:26,5,IT'S GOOD,2d4937b5-0322-4d64-bc01-8d998ddfd9d9
Pengguna Google,2023-07-19 10:17:00,5,jadi semangat belajar,ac83479b-edae-48f6-a1bc-02e2a4d6cb79
Pengguna Google,2023-07-19 09:34:15,5,great apps for learning speaking,00e0586f-352c-413e-8a8a-bb6088e166de
Pengguna Google,2023-07-19 06:55:14,5,keren,1ae2e8c6-e13b-4157-ae3e-bfb2e5581131
Pengguna Google,2023-07-19 05:03:41,5,Bagus. Sangat interaktif. AI nya juga bukan kaleng2. Sangat detail koreksinya dan menyenangkan. sya beljar mnjdi lebih bersemangat,a2b7bed8-9f9b-4a2c-bd8b-3f17234f8be3
Pengguna Google,2023-07-19 03:24:30,4,cukup membantu,7ce3007a-ecd5-4dbb-b1e3-838b458403a6
Pengguna Google,2023-07-19 02:54:01,5,nicee,b75a631c-60a3-405f-8b33-70eca795240a
Pengguna Google,2023-07-18 18:05:17,5,membantu sekali,61ebd7a2-88d1-4592-9420-49fddff87854
Pengguna Google,2023-07-18 16:49:58,3,kerren,6ef5b03b-68e8-45ec-b0b7-eff0b19d5cb4
Pengguna Google,2023-07-18 13:38:43,5,bagus aplikasinya dan aku mulai bisa speaking English nya,fa432e9b-a19e-471d-81d4-f1b392b1eab2
Pengguna Google,2023-07-18 10:46:32,5,bagus,afb9b45f-652f-4c80-a4ba-099f805b8ade
Pengguna Google,2023-07-18 09:04:12,5,sangat membantu belajar spiker,5fd3332b-3d18-49fa-958b-fc0f77c30cc1
Pengguna Google,2023-07-18 01:14:09,5,aplikasi ini sangat keren,50d0d37d-ea44-4f71-9921-219feea710a6
Pengguna Google,2023-07-18 00:50:07,5,mantap...keren ...buat belajar English..,6f7302bd-fde4-46e1-a709-4e8c34972c42
Pengguna Google,2023-07-18 00:25:35,5,Good,0fe72236-685a-4d67-9255-00ee05188346
Pengguna Google,2023-07-17 21:00:16,5,ok,50189877-2796-47e1-9606-852a75760ea4
Pengguna Google,2023-07-17 14:57:03,5,ok.. mantap,e314c5dd-8b7f-473c-8ea6-6bea09e0c35c
Pengguna Google,2023-07-17 12:26:40,5,mantap,2cb6a909-e26f-4da0-96bd-d23d64caa21e
Pengguna Google,2023-07-17 12:06:56,5,Daebak 😍,8223a727-f784-4de7-8f71-678a0c0f2e19
Pengguna Google,2023-07-17 12:06:52,5,i like this,dce85c6b-0b24-40cb-bcd1-1df53ac77b95
Pengguna Google,2023-07-17 07:27:01,4,bsgus,8e50ca9f-e64c-4e58-8bc4-d5528fb9f3e0
Pengguna Google,2023-07-17 06:15:56,1,Jagan downlod babi,d704b92a-0190-43e3-9b3a-becb1499752e
Pengguna Google,2023-07-17 03:02:39,5,nice,e815bd38-594f-4de4-9653-6fd9173be169
Pengguna Google,2023-07-17 02:25:25,5,good app for learning English,6dac2528-15f5-4ba5-a988-e1216a2209bd
Pengguna Google,2023-07-16 22:53:33,5,"Sebenarnya biaya tahunannya tidak mahal ya untuk aplikasi bagus seperti ini tapi, yg menjadi masalah utama adalah di ekonomi saya. Sekian Terima Kasih",eaa8c4e4-077d-4dd5-9cb0-04d0e29ed72d
Pengguna Google,2023-07-16 16:36:14,5,keren,502d4af6-e4a2-40f9-ba08-005f12fe3f4a
Pengguna Google,2023-07-16 13:00:24,5,this application is very well,01fcd072-4fe6-45a7-8c87-37722589b5e6
Pengguna Google,2023-07-16 12:21:56,5,suka banget,ad3908c5-23f7-4986-8190-acb72867572e
Pengguna Google,2023-07-16 11:33:28,4,kerwn,b7c7fbb9-6306-4449-860f-df8bac3937c4
Pengguna Google,2023-07-16 09:21:42,5,omg i love this app😭,a8f294e3-99e1-4260-a4ce-8de1ddd5df30
Pengguna Google,2023-07-16 06:49:46,5,kereeen,5f311604-a56c-4f08-8cae-a4ec8c1d03a2
Pengguna Google,2023-07-16 04:42:38,5,sangat membantu dalam proses pembelajaran,14ef331d-88b3-4e21-9ed7-c988ab07a862
Pengguna Google,2023-07-16 03:35:55,5,bagus bagettt app nya aku jadi bisa belajar bahasa luar negriii,f6050ad6-7e82-4dd6-b152-127a8028d069
Pengguna Google,2023-07-16 02:25:15,5,aplikasi yg bagus,c9128f7c-0a37-4b2c-b1c9-a48a1cea4a00
Pengguna Google,2023-07-16 00:58:52,5,the best app for speaking practice,7aca59d4-8a06-48a0-b749-9d8391679378
Pengguna Google,2023-07-15 23:42:02,5,suka banget ngebantu buat aku yang baru belajar speaking,12c4027f-fd5b-46f0-a80c-cfe8aaefc025
Pengguna Google,2023-07-15 17:06:20,5,sangat membantu,6358327b-2960-4e14-bf46-fb237bec7f83
Pengguna Google,2023-07-15 14:46:05,5,masyaallah,be28d94d-8c37-4438-89a8-d8430a75c4c6
Pengguna Google,2023-07-15 13:17:10,4,seruu,3156fda1-721f-4096-b038-55f3c68e8dff
Pengguna Google,2023-07-15 11:29:06,5,bagus,72898bf1-c85e-4df6-9c00-861f5f59e954
Pengguna Google,2023-07-15 07:32:53,5,keren,03e83e54-c9b0-4fbb-9e35-e9b9553ea70f
Pengguna Google,2023-07-15 03:26:28,5,sangat membantu Anda yang nggak punya waktu untuk kursur,5f34053a-bf69-4ed6-9bed-131fd073813d
Pengguna Google,2023-07-15 03:11:23,5,Amazing,c2535a87-9396-4c17-9497-99914f38d371
Pengguna Google,2023-07-15 02:06:13,1,Saya sudah log in. Lalu Saya beli paket 1 tahun lewat link di video youtube 'satu persen'. Kenapa di apk masih free account,f073d774-6ead-4fa6-8416-5b620d94d5e4
Pengguna Google,2023-07-14 22:27:33,5,"baru belajar sama Elsa, seneng banget Elsa ngebantu aku baget makasih elsa",cf0059f4-4679-4632-a8bf-0b98c7474a82
Pengguna Google,2023-07-14 17:33:12,2,sangat membantu,b908e06a-eff6-4b99-b0db-60ba50e8c709
Pengguna Google,2023-07-14 15:02:40,5,Elsa speak sngat bagus untuk belajar cara berbicara dalam bahasa Inggris saya sangat suka karna bisa vidiocall langsung sama gurunya dan pas belajar gak bosen karna gurunya asik,dcc49f56-6869-40d3-a800-592af36c7b30
Pengguna Google,2023-07-14 06:53:28,5,good app,b0e1540b-f4ed-48ad-8c10-9b4480205650
Pengguna Google,2023-07-14 05:56:55,5,aplikasi yg bisa membantu berbahasa Inggris,02171dac-4520-4516-b02f-331a3e408b95
Pengguna Google,2023-07-14 05:50:22,4,sangat membantu untuk kita yang ingin belajar b.inggris,789dfa1a-f344-4692-9ddb-ac83dd5e05b8
Pengguna Google,2023-07-14 03:35:37,5,i so happy for lesson with elsa,7feb38eb-981e-4f9e-bdae-d66f6048789c
Pengguna Google,2023-07-13 22:33:11,5,bagus,df1c1ecd-debe-42a3-9dde-0889ca33f3a1
Pengguna Google,2023-07-13 13:34:47,5,sangat membantu terima kasihh😍,adf16223-2f25-408f-8748-683dd07095bb
Pengguna Google,2023-07-13 11:52:39,4,good,7008d922-7234-4cc4-98b8-15d363f57a2c
Pengguna Google,2023-07-13 09:15:51,5,Aplikasi ini bagus,9002b119-dacf-470d-907b-1e64c6f57334
Pengguna Google,2023-07-13 07:53:51,3,bagus,535a3882-3c43-421d-89e1-5f56e2a55e37
Pengguna Google,2023-07-13 07:45:32,5,aplikasi ini sangat membantu untuk saya yang ingin belajar bahasa inggris.,5d0d02d2-bf66-4b38-b335-f9b2fe0c88a9
Pengguna Google,2023-07-13 07:04:43,5,this app is so good,f36a6005-7bc5-4f35-abf3-531242872ffc
Pengguna Google,2023-07-13 05:52:24,5,nice aps,3f88ede3-fe48-43d3-85af-25b46070f938
Pengguna Google,2023-07-13 04:17:57,5,nicee,24e4fd6c-eae2-4883-b1f1-6f62fb804d3f
Pengguna Google,2023-07-13 03:43:03,5,baguss bangett,f05119ff-c12b-4de6-826e-a7e4340ac4ec
Pengguna Google,2023-07-13 03:24:39,5,nice,65f434d7-b954-44bc-b2ae-767db783af0b
Pengguna Google,2023-07-13 02:13:40,5,sangat membantu saya,b9d2c2e4-6e10-4c0b-ab02-34b87e7bd79a
Pengguna Google,2023-07-12 16:35:20,5,cukup membantu,2dcfcdb3-c290-434f-8f4a-af8ce3fb463c
Pengguna Google,2023-07-12 12:54:19,4,"suka aj,semoga bisa gratis terus",89aa8343-32ca-4a18-8b7a-efee957989d6
Pengguna Google,2023-07-12 12:15:18,5,i like this app,b1946e6c-6759-4dba-9869-b18eb32734ad
Pengguna Google,2023-07-12 07:41:15,5,baguss,02dc5411-8700-4e35-bc6f-73485d43e10b
Pengguna Google,2023-07-12 06:47:12,5,"apk nya nya bguss bgt😻, ak yg gabisa ngmng inggris aja jdi bisa walaupun sedikit'",b17fffbb-88dc-49ce-8d5b-89ab7a53b31e
Pengguna Google,2023-07-12 06:21:05,5,seriuss seru,62e89648-4fee-44da-9079-3be0a42d96af
Pengguna Google,2023-07-12 06:16:44,5,excelent,e3f19ae8-58f6-44ca-8a79-77c6ebdc2821
Pengguna Google,2023-07-12 03:41:01,4,sangat membantu dalam belajar bahasa Inggris,77be92f2-fc2b-45f4-94a9-09d11f4515fa
Pengguna Google,2023-07-12 03:28:36,5,Sangat bermanfaat,87b79d28-c9c9-4875-871c-240a18d37440
Pengguna Google,2023-07-12 03:17:38,5,membantu sangat sangat membantu..,99fa2d88-93cd-4be1-b260-796b52f66a8a
Pengguna Google,2023-07-12 02:46:21,5,cool solution !!! cook untuk yg English-nya pas2an,017b8963-802d-4dbc-9f34-4b946547de30
Pengguna Google,2023-07-12 00:03:29,5,🥰,5f038419-ad2e-4321-b25f-bd4ec871aeec
Pengguna Google,2023-07-12 00:00:05,1,Pure jualan sih,c57a6230-f3f0-4fe3-9b6d-9b5b9e8c4374
Pengguna Google,2023-07-11 14:24:41,5,nice,6e9171da-07e0-4dd8-bd00-2a2686c32f5c
Pengguna Google,2023-07-11 12:52:02,5,aplikasi ini sangat bagus bisa membantu saya untuk mempelajari semua bahasa di apl ini.,659aa24e-8a67-49ab-ad13-6d69e86235e2
Pengguna Google,2023-07-11 10:52:46,5,sangat bagus dan menyenangkan,e937d11e-60db-4fdc-a73f-3bc4920b9130
Pengguna Google,2023-07-11 09:05:59,5,thanks elsa u amazing 👍👍,2e2afae3-c7c0-4dc6-974d-2bc3c2030ab9
Pengguna Google,2023-07-11 06:39:29,5,good,1c2c3b68-de42-43e1-9a24-d7dce092e00a
Pengguna Google,2023-07-11 05:20:17,5,suka...its good way to pronounce,6abf19ad-b221-4899-b534-b0a45518f4ae
Pengguna Google,2023-07-11 03:06:49,5,Sangat bagus👍,d21699af-8efb-40d7-ac31-8c7bf40748a0
Pengguna Google,2023-07-10 23:32:50,5,terbaik lah elsa,9f6a715c-2e54-4317-9109-f7a391b7783b
Pengguna Google,2023-07-10 17:18:08,5,good,4681d381-e3cc-4aef-9fb5-4605724ce30d
Pengguna Google,2023-07-10 16:11:12,1,nice aplikasi,4ed09147-8ff0-4a7c-802e-f1bcd4d06cec
Pengguna Google,2023-07-10 16:11:06,5,luar biasa,8fd2277a-77aa-4cf3-a98b-4ed1c93b879b
Pengguna Google,2023-07-10 11:42:20,4,hanya bisa 5× belajar dalam sehari,b3a3901d-6de4-438d-beab-636a3cf4f75a
Pengguna Google,2023-07-10 11:13:59,4,aplikasinya bagus sekali untuk latihan bahasa Inggris dan semoga kedepannya bisa lebih baik dan semoga sukses selalu,18e992e8-7230-49e3-bfa6-9468a90c8da3
Pengguna Google,2023-07-10 06:17:01,4,wow,c3eb04ba-87f3-4bfd-b5f6-3768d3651b1c
Pengguna Google,2023-07-10 06:10:23,5,"good app, my best wish for ur success program on the future",4c038c8a-eae2-43b7-bf05-912d000b4e44
Pengguna Google,2023-07-10 04:24:45,5,bagusss sekaliii,92587962-c8e4-4072-b888-99013c013895
Pengguna Google,2023-07-10 02:48:46,5,nice,4f571afa-0abc-4ec8-bbe5-58511471205f
Pengguna Google,2023-07-10 02:06:28,5,"seruuuu banget, ini aplikasi bagus",398f7700-45b6-42f8-9a1e-90d593a1bdbd
Pengguna Google,2023-07-10 01:12:26,5,kereeen aplikasinya,bd2d840b-105b-47c6-91c2-9122dab43f20
Pengguna Google,2023-07-09 18:33:43,5,nice,ac53bc86-9155-455b-b8a7-f3ca1be8d430
Pengguna Google,2023-07-09 16:12:57,4,sangat bagus dan membantu bagi yang ingin belajar bahasa,07da4ace-5064-4150-93c2-a27234fd80bb
Pengguna Google,2023-07-09 15:24:22,5,keren sih,06321bda-735f-4a1e-886d-6af5e6393fbd
Pengguna Google,2023-07-09 15:13:09,5,Good Job ....Learning world Basic,4efa9150-03d3-4756-9879-059d34a08f6b
Pengguna Google,2023-07-09 14:51:26,5,Belajar pronunciation di Elsa itu seru banget ...Ngga ngebosenin:),473ac47e-ef2f-4aa6-ba68-b36fb38b2b6f
Pengguna Google,2023-07-09 13:44:35,5,bagus banget ini apk nya,8b044da6-6060-4325-b80a-50183d22b698
Pengguna Google,2023-07-09 13:14:58,5,good,c26fe286-7fbb-4f05-ad8d-79bf7f9fc47d
Pengguna Google,2023-07-09 13:05:34,5,nice,283bddcb-eb95-4887-9c49-832b5c2fee4c
Pengguna Google,2023-07-09 12:55:51,5,pelajaran nya sangat menyenangkan,18416152-8ced-4715-a321-004d62043959
Pengguna Google,2023-07-09 12:25:48,5,Good,7f4b80b7-1fc5-4642-859c-cd0d5d714ab9
Pengguna Google,2023-07-09 12:03:57,5,sangat berguna untuk pemula,41ccd27d-bb23-4ae5-945c-bf90b82a5876
Pengguna Google,2023-07-09 11:56:28,5,sangat membantu,2a8da941-aa23-48c7-87db-cafc87814022
Pengguna Google,2023-07-09 10:29:40,4,bagus,1c54e105-3a9c-4f72-ad65-d6ea29eca0b2
Pengguna Google,2023-07-09 09:23:04,5,app nya bagus banget 🥰🥰🥰,7393c033-bd48-4e86-b6e9-76b5740563ec
Pengguna Google,2023-07-09 07:30:20,5,bagus,2b55ad48-da0e-4bc2-8a7c-2765336efdc0
Pengguna Google,2023-07-09 06:32:54,5,good,a2bc6850-6c1f-4294-8967-093b99a8cdb0
Pengguna Google,2023-07-09 06:31:52,5,good,52862612-714d-4400-ae06-385a79cfb927
Pengguna Google,2023-07-09 04:45:59,5,that's so cool🙌😉,34112633-b212-40a3-b81b-054e351d4f26
